Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,EXP,Age,Experience,Designations,Cognitive Test Scores
300000,2014-03-01,,software engineer,pune,f,1992-02-24,73.0,cbse,2009,60.0,cbse,2,UG,EC,73.0,0,North_Zone.,2013,50.285714285714285,50.314465408805034,30.0,0.991397583740291,-1,516,284,-1,-1,-1,-1,-0.0154,0.3789,0.3174,0.5262,-0.8608,,NaT,,engineer,43.53339323150644
340000,2014-04-01,2015-01-12,programmer analyst,Chennai,m,1991-02-01,88.5,cbse,2009,81.6,cbse,2,UG,CS,71.6,0,North_Zone.,2013,53.142857142857146,70.44025157232704,90.0,0.842248322257836,565,-1,469,-1,-1,-1,-1,0.99,0.2124,-0.4511,-1.6289,-1.0524,286 days,8746 days,0.8,analyst,71.19436957172806
145000,2015-02-01,2015-01-12,hr recruiter,Bangalore,m,1988-03-01,80.88,state,2005,66.3,state,2,PG,other,90.0,0,South_Zone.,2013,61.142857142857146,66.66666666666667,50.0,-1.0,415,-1,-1,-1,-1,-1,-1,0.99,1.2114,0.01,-1.3753,0.8637,-20 days,9813 days,-0.1,others,59.269841269841265
200000,2014-09-01,2015-01-12,software engineer,Hyderabad,m,1991-12-12,87.2,cbse,2009,70.6,state,2,UG,other,75.1,0,Other_Zone,2013,70.28571428571429,74.21383647798743,84.44444444444444,0.684565067658204,375,-1,-1,-1,452,-1,-1,-0.159,0.2124,1.547,1.1601,-0.2859,133 days,8432 days,0.4,engineer,76.31466506938206
285000,2012-10-01,2015-01-12,programmer,New Delhi,m,1990-11-09,82.0,cbse,2008,76.0,cbse,2,UG,CS,67.0,0,North_Zone.,2012,81.14285714285714,82.38993710691824,55.55555555555556,0.843123726665742,515,-1,-1,-1,-1,-1,-1,1.4208,0.3789,-0.2974,-0.6147,0.4805,833 days,8830 days,2.3,others,73.02944993511032
320000,2013-07-01,,java developer,Baroda,m,1986-04-18,65.8,cbse,2003,67.6,cbse,2,PG,CS,66.35,0,Other_Zone,2013,54.285714285714285,61.0062893081761,59.44444444444444,0.622642915849938,445,-1,407,-1,-1,-1,-1,-0.7335,-0.4536,0.4711,0.2727,0.4805,,NaT,,developer,58.24548267944494
160000,2014-02-01,,ux designer,Bhubaneswar,f,1991-07-24,88.88,state,2008,71.0,state,2,UG,EC,87.0,0,Other_Zone,2012,41.714285714285715,59.74842767295598,53.888888888888886,0.824666400671332,-1,400,-1,-1,-1,-1,-1,1.4374,1.4368,-0.598,-1.7004,0.1864,,NaT,,designer,51.78386742537686
340000,2014-03-01,2015-01-12,application developer,-1,m,1990-08-05,73.5,state,2009,71.8,state,2,UG,CS,83.9,1,Other_Zone,2013,61.142857142857146,76.1006289308176,73.88888888888889,0.998876108102859,735,-1,653,-1,-1,-1,-1,1.4208,1.0449,0.6248,0.2727,1.247,317 days,8926 days,0.9,developer,70.37745832085454
325000,2014-08-01,2015-01-12,test engineer,pune,m,1991-09-12,71.4,icse,2010,60.4,state,2,UG,EC,71.0,1,Other_Zone,2014,76.0,66.66666666666667,57.77777777777778,0.338786347219528,345,292,-1,-1,-1,-1,-1,-1.308,-0.7866,0.6248,-0.3612,-0.2859,164 days,8523 days,0.4,engineer,66.81481481481482
210000,2015-03-01,2015-01-12,research analyst,Jaipur,m,1992-01-28,76.0,state,2008,64.0,state,2,UG,CS,68.0,0,Other_Zone,2013,56.0,59.119496855345915,43.333333333333336,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.8463,0.3789,0.4711,0.0192,1.4386,-48 days,8385 days,-0.1,analyst,52.81761006289309
315000,2015-03-01,2015-01-12,software engineer,Bangalore,m,1992-09-26,77.8,cbse,2010,77.0,cbse,2,UG,EC,66.03,0,North_Zone.,2014,65.14285714285714,47.16981132075472,55.0,0.493596387301038,375,324,-1,-1,-1,-1,-1,-0.159,0.5454,-1.2196,0.1459,-2.0105,-48 days,8143 days,-0.1,engineer,55.77088948787062
480000,2013-01-01,2015-01-12,software engineer,gurgaon,m,1989-05-12,65.2,cbse,2008,62.2,cbse,2,UG,CS,75.6,0,North_Zone.,2012,48.57142857142857,77.9874213836478,73.88888888888889,0.995464718630865,685,-1,-1,-1,-1,-1,-1,1.1336,0.0459,1.2396,-0.4879,-0.0943,741 days,9376 days,2.0,engineer,66.81591294798842
325000,2014-10-01,2015-01-12,system engineer,Bangalore,m,1992-08-28,96.0,icse,2010,87.0,cbse,2,UG,CS,74.86,0,North_Zone.,2014,72.0,71.06918238993711,72.77777777777777,0.974396112538398,615,-1,-1,-1,-1,-1,-1,-0.4463,1.2114,0.6248,0.2727,0.6721,103 days,8172 days,0.3,engineer,71.94898672257163
70000,2015-01-01,,test engineer,chennai,m,1993-01-02,89.0,state,2010,80.0,state,2,UG,EC,70.0,0,South_Zone.,2014,33.142857142857146,53.459119496855344,30.0,0.193768441980019,-1,164,-1,-1,324,-1,-1,-0.5899,-0.6201,-1.0659,0.1459,0.8637,,NaT,,engineer,38.86732554657083
300000,2012-01-01,,clerical,Kochi/Cochin,m,1987-09-25,74.4,cbse,2006,70.6,state,2,UG,EC,62.93,1,South_Zone.,2010,69.14285714285714,59.74842767295598,61.666666666666664,0.694479327708463,455,366,-1,-1,-1,-1,-1,0.0464,-0.2793,-0.7794,0.0623,0.0284,,NaT,,others,63.519317160826596
190000,2013-11-01,,technical support engineer,Chennai,m,1991-05-06,75.0,cbse,2009,79.0,state,2,UG,EC,78.5,0,South_Zone.,2013,72.0,65.40880503144655,20.0,0.649389714846691,-1,356,-1,-1,-1,-1,-1,-2.0262,-0.4536,-0.9122,0.653,-0.6692,,NaT,,engineer,52.46960167714885
300000,2011-03-01,,hr generalist,Noida,f,1987-09-06,65.0,cbse,2005,60.0,cbse,2,UG,CS,65.0,0,Other_Zone,2010,48.57142857142857,62.264150943396224,43.888888888888886,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.9737,0.0328,0.8171,-1.2303,0.3444,,NaT,,others,51.57482280123789
100000,2012-05-01,,software developer,-1,f,1990-03-15,75.4,cbse,2008,68.7,state,2,UG,CS,66.0,1,Other_Zone,2012,65.14285714285714,61.0062893081761,52.22222222222222,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-0.1855,0.9688,-0.1988,1.2374,0.1864,,NaT,,developer,59.457122891085156
570000,2010-09-01,2015-01-12,engineer, ariyalur,m,1989-01-05,84.2,state,2006,87.4,cbse,2,UG,EC,77.0,0,South_Zone.,2010,34.857142857142854,54.716981132075475,32.77777777777778,0.229481754911755,445,266,-1,-1,-1,-1,-1,0.8192,0.5008,0.8171,-0.6428,-0.1295,1594 days,9503 days,4.4,engineer,40.78396725566537
180000,2012-05-01,,electrical project engineer,Jowai,m,1989-01-12,66.5,cbse,2007,65.5,cbse,2,PG,other,64.6,0,North_Zone.,2015,53.142857142857146,59.74842767295598,62.77777777777778,-1.0,-1,300,-1,-1,-1,-1,-1,0.51,-0.2793,-1.0697,0.1798,-1.0774,,NaT,,engineer,58.556354197863634
310000,2013-12-01,2015-01-12,software engineer,Chennai,f,1990-09-03,81.4,cbse,2008,79.6,cbse,2,UG,EC,72.4,1,Other_Zone,2013,68.0,71.06918238993711,63.333333333333336,0.868736585485218,455,-1,-1,-1,-1,420,-1,0.2718,0.2124,-0.9122,-1.5021,0.0973,407 days,8897 days,1.1,engineer,67.46750524109015
120000,2014-12-01,2015-01-12,system engineer,New Delhi,m,1989-12-24,68.66,state,2007,61.8,state,2,UG,CS,65.72,0,North_Zone.,2013,49.142857142857146,44.0251572327044,50.0,0.486747008438193,455,-1,376,-1,-1,-1,-1,0.1282,1.0449,0.6248,1.794,1.247,42 days,9150 days,0.1,engineer,47.722671458520516
350000,2012-08-01,2015-01-12,project engineer,Bangalore,m,1991-05-17,65.56,state,2008,55.54,state,2,UG,CS,72.39,1,South_Zone.,2012,46.285714285714285,66.0377358490566,58.333333333333336,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.1082,-0.0842,-0.2714,-0.1727,-0.6035,894 days,8641 days,2.4,engineer,56.88559448936807
335000,2013-11-01,2015-01-12,software engineer,-1,m,1992-07-11,86.7,state,2009,90.2,state,2,UG,EC,84.3,1,South_Zone.,2013,75.42857142857143,80.50314465408805,62.22222222222222,0.338786347219528,455,292,-1,-1,-1,-1,-1,-0.5899,-0.4536,-0.1437,1.5404,0.0973,437 days,8220 days,1.2,engineer,72.71797943496057
445000,2011-03-01,2015-01-12,software developer,-1,m,1985-12-08,63.2,state,2004,68.89,state,2,PG,CS,76.2,0,Other_Zone,2011,56.57142857142857,63.522012578616355,56.111111111111114,0.916869961103619,555,-1,-1,-1,-1,-1,-1,0.0464,-0.1232,-0.1988,-1.1128,-0.2875,1413 days,10627 days,3.9,developer,58.73485075371868
385000,2012-09-01,2015-01-12,test engineer,"Kochi/Cochin, Chennai and Coimbatore",m,1989-04-29,93.6,state,2006,74.0,cbse,2,PG,CS,68.0,0,South_Zone.,2012,69.14285714285714,58.490566037735846,43.888888888888886,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.9737,1.1248,1.8331,-0.52527,0.7788,863 days,9389 days,2.4,engineer,57.17410402316062
180000,2013-08-01,2015-01-12,database administrator,New Delhi,m,1992-09-12,62.2,state,2009,68.2,state,2,UG,EC,60.12,0,North_Zone.,2013,62.285714285714285,56.60377358490566,37.77777777777778,0.694479327708463,465,366,-1,-1,-1,-1,-1,0.2718,0.5454,0.9322,0.653,-0.0943,529 days,8157 days,1.4,others,52.22242188279924
300000,2015-02-01,,.net developer,New Delhi,m,1993-12-25,68.2,state,2010,67.4,state,2,UG,CS,66.0,0,Other_Zone,2015,50.285714285714285,50.314465408805034,39.44444444444444,0.356536487724475,295,-1,346,-1,-1,-1,-1,0.7027,0.0459,0.7785,1.6672,-0.0943,,NaT,,developer,46.68154137965459
440000,2012-07-01,2015-01-12,senior design engineer,KOLKATA,m,1990-12-18,84.4,state,2007,84.4,cbse,2,UG,other,88.6,0,South_Zone.,2012,58.857142857142854,53.459119496855344,59.44444444444444,0.958682016566051,-1,-1,-1,538,-1,-1,-1,1.59199999999999,0.3448,-0.9245,-1.5828,-0.643,925 days,8791 days,2.5,others,57.25356893281421
425000,2014-09-01,2015-01-12,automation engineer,Bangalore,m,1991-07-06,76.0,icse,2009,79.0,icse,2,UG,CS,68.66,0,North_Zone.,2014,62.285714285714285,76.1006289308176,75.55555555555556,0.953899775079926,475,-1,530,-1,-1,-1,-1,-0.3027,1.3779,1.547,0.7798,1.0554,133 days,8591 days,0.4,engineer,71.31396625736248
180000,2014-05-01,,telecom engineer,Delhi,m,1991-05-04,77.85,state,2010,64.8,cbse,2,UG,EC,66.6,0,North_Zone.,2014,51.42857142857143,55.34591194968554,66.11111111111111,0.649389714846691,-1,356,-1,-1,-1,420,-1,0.8463,0.2124,-0.7585,1.9207,0.6721,,NaT,,engineer,57.62853149645603
195000,2015-04-01,2015-01-12,software developer,Bangalore,m,1992-01-18,73.0,state,2009,66.0,state,2,UG,CS,70.0,0,Other_Zone,2014,36.0,66.66666666666667,42.22222222222222,0.356536487724475,275,-1,346,-1,-1,-1,-1,1.9953,0.8784,0.4711,-1.6289,0.4805,-79 days,8395 days,-0.2,developer,48.296296296296305
325000,2012-02-01,,programmer analyst,Pune,f,1990-04-07,78.0,state,2007,82.0,state,2,UG,CS,71.0,0,Other_Zone,2011,59.885714285714286,66.0377358490566,49.44444444444444,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.2628,0.8128,0.8171,-1.1128,-0.1295,,NaT,,analyst,58.45596485973844
450000,2014-02-01,2015-01-12,hardware engineer,Bangalore,m,1991-07-26,83.3,state,2009,82.3,state,2,UG,EC,70.1,1,South_Zone.,2013,72.0,64.15094339622641,59.44444444444444,0.493596387301038,465,324,-1,-1,-1,-1,-1,-0.0154,-0.6201,0.3174,-1.5021,-1.8189,345 days,8571 days,0.9,engineer,65.19846261355696
280000,2014-01-01,,java developer,Gurgaon,m,1990-07-15,66.6,cbse,2008,58.2,cbse,2,UG,CS,66.7,0,North_Zone.,2013,53.142857142857146,66.0377358490566,52.22222222222222,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.3027,0.0459,0.9322,0.9066,1.247,,NaT,,developer,57.13427173804532
475000,2012-07-01,2015-01-12,senior systems engineer,Bangalore,m,1990-05-05,72.0,state,2008,68.0,cbse,2,UG,CS,68.0,0,North_Zone.,2012,55.42857142857143,48.42767295597484,40.55555555555556,0.635978756456794,445,-1,-1,-1,-1,-1,-1,1.4374,1.1248,-0.4891,0.17983,0.3444,925 days,9018 days,2.5,others,48.13726664670062
250000,2014-07-01,2015-01-12,software developer,New Delhi,m,1991-12-01,83.0,cbse,2009,76.0,cbse,2,UG,CS,65.0,0,North_Zone.,2014,62.285714285714285,48.42767295597484,52.22222222222222,0.23780283983757,135,-1,315,-1,-1,-1,-1,-0.8772,0.7119,1.0859,-0.995,1.0554,195 days,8443 days,0.5,developer,54.31186982130379
240000,2013-04-01,,software developer,Dehradun,m,1990-06-02,69.0,state,2006,66.0,state,2,PG,CS,70.0,0,North_Zone.,2013,49.142857142857146,65.40880503144655,65.55555555555556,0.0800552813405495,595,-1,253,-1,-1,-1,-1,0.2718,1.0449,1.2396,-0.6147,0.4805,,NaT,,developer,60.03573924328642
200000,2011-07-01,,software developer,Noida,f,1990-09-14,56.78,state,2007,48.34,state,2,UG,CS,66.34,0,Other_Zone,2011,38.285714285714285,57.106918238993714,58.333333333333336,0.190153405601018,315,-1,-1,-1,-1,-1,-1,-0.5719,0.0328,-0.1988,-1.1128,0.6603,,NaT,,developer,51.241988619347104
180000,2014-03-01,2015-01-12,technical recruiter,Bhopal,m,1991-03-05,78.4,state,2008,81.5,state,2,UG,EC,71.8,0,Other_Zone,2012,42.857142857142854,53.459119496855344,52.77777777777778,0.538386892985096,-1,333,-1,-1,-1,260,-1,-0.2628,0.6178,0.3817,1.58992999999999,-0.2875,317 days,8714 days,0.9,others,49.69801337725866
120000,2014-08-01,,software developer,bhubaneswar,m,1991-08-16,73.0,state,2009,54.2,state,2,UG,CS,66.55,0,Other_Zone,2013,49.142857142857146,52.83018867924528,60.55555555555556,0.486747008438193,435,-1,376,-1,-1,-1,-1,0.4155,1.3779,0.6248,0.3995,0.6721,,NaT,,developer,54.17620045921933
100000,2014-09-01,,seo,Bangalore,m,1988-03-08,83.04,state,2006,72.6,state,2,PG,EC,64.95,0,South_Zone.,2013,61.142857142857146,47.16981132075472,41.666666666666664,0.279258511565122,415,-1,-1,-1,-1,292,-1,1.4208,0.8784,-0.2974,0.7798,0.6721,,NaT,,others,49.99311171009284
360000,2012-07-01,2015-01-12,software engineer,Hyderabad,m,1991-08-25,91.0,state,2008,92.7,state,2,UG,EC,72.0,1,South_Zone.,2012,48.57142857142857,69.81132075471699,62.77777777777778,0.694479327708463,-1,366,-1,-1,-1,393,-1,1.1283,1.5928,0.2366,0.2973,-0.0506,925 days,8541 days,2.5,engineer,60.38684236797445
255000,2013-10-01,2015-01-12,assistant engineer,Neemrana,m,1990-09-21,71.1,state,2009,71.01,state,2,UG,other,69.0,0,North_Zone.,2012,54.285714285714285,57.23270440251572,63.888888888888886,0.714529363243447,-1,-1,-1,435,-1,-1,-1,0.2009,0.2668,0.163999999999999,0.4148,0.0284,468 days,8879 days,1.3,engineer,58.4691025257063
300000,2013-09-01,2015-01-12,java software engineer,Hyderabad,m,1992-06-07,90.6,state,2009,94.3,state,2,UG,EC,84.0,0,South_Zone.,2013,59.42857142857143,57.861635220125784,68.88888888888889,0.493596387301038,455,324,-1,-1,-1,-1,-1,0.99,0.5454,0.7785,-1.6289,0.6721,498 days,8254 days,1.4,engineer,62.05969851252869
200000,2013-02-01,2015-01-12,electronic field service engineer,Pune,m,1990-12-20,76.53,state,2009,85.0,cbse,2,UG,EC,58.0,1,Other_Zone,2012,38.285714285714285,48.42767295597484,36.111111111111114,0.229481754911755,-1,266,-1,-1,-1,393,-1,0.9737,-0.2012,0.0552,0.5323,-0.7615,710 days,8789 days,1.9,engineer,40.941499450933414
335000,2014-10-01,2015-01-12,programmer analyst,Chennai,m,1992-12-11,86.4,cbse,2010,82.8,cbse,2,UG,other,70.0,0,North_Zone.,2014,67.42857142857143,62.893081761006286,58.888888888888886,0.649389714846691,345,356,-1,-1,-1,-1,-1,0.8463,0.7119,0.9322,-0.3612,1.247,103 days,8067 days,0.3,analyst,63.0701806928222
350000,2012-08-01,,entry level management trainee,Hyderabad,f,1990-07-29,87.0,state,2008,91.0,state,2,UG,EC,74.0,1,South_Zone.,2012,71.42857142857143,76.1006289308176,61.666666666666664,0.649389714846691,385,356,-1,-1,-1,-1,-1,0.5591,1.0449,1.0859,-1.6289,0.6721,,NaT,,trainee,69.7319556753519
400000,2012-11-01,2015-01-12,systems analyst,-1,m,1989-06-14,78.8,cbse,2007,53.8,state,2,UG,CS,67.72,0,North_Zone.,2012,57.714285714285715,54.716981132075475,57.22222222222222,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.3555,0.5008,0.672,-0.2902,-0.9194,802 days,9343 days,2.2,analyst,56.55116302286114
300000,2013-07-01,,web developer,Lucknow,m,1991-08-15,59.0,cbse,2008,60.0,cbse,2,UG,CS,67.0,0,North_Zone.,2013,55.42857142857143,81.13207547169812,57.22222222222222,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-1.1644,-0.6201,-1.527,-0.8682,-2.5853,,NaT,,developer,64.59428970749725
350000,2014-04-01,2015-01-12,associate engineer,Bangalore,m,1993-06-16,74.83,state,2010,87.4,state,2,UG,CS,69.31,0,South_Zone.,2014,45.142857142857146,66.66666666666667,60.55555555555556,0.622642915849938,395,-1,407,-1,-1,-1,-1,0.2718,-0.7866,1.7007,-0.6147,0.8637,286 days,7880 days,0.8,engineer,57.45502645502646
130000,2013-08-01,,marketing analyst,Chennai,m,1992-02-03,80.0,state,2009,79.0,state,2,UG,CS,75.0,0,South_Zone.,2013,47.42857142857143,45.911949685534594,34.44444444444444,0.0800552813405495,315,-1,253,-1,-1,-1,-1,-1.1644,0.8784,1.3933,0.653,-0.6692,,NaT,,analyst,42.594988519516825
315000,2013-07-01,2015-01-12,software quality assurance tester,Bangalore,f,1991-03-23,91.0,state,2008,86.0,cbse,2,UG,CS,87.5,0,South_Zone.,2012,50.857142857142854,67.29559748427673,50.55555555555556,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-1.3447,0.5008,0.672,0.6204,0.5024,560 days,8696 days,1.5,others,56.236098632325046
105000,2014-10-01,2015-01-12,field service engineer,VIZAG,m,1992-08-12,84.0,state,2010,89.5,state,2,UG,other,75.86,0,South_Zone.,2014,65.14285714285714,55.9748427672956,45.0,0.725984147969479,325,-1,-1,438,-1,-1,-1,1.2772,1.3779,0.3174,-2.136,0.2889,103 days,8188 days,0.3,engineer,55.37256663671758
435000,2012-03-01,2015-01-12,software engineer,Pune,m,1989-05-07,59.3,state,2006,60.4,state,2,UG,CS,67.1,0,North_Zone.,2011,56.57142857142857,79.87421383647799,45.0,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.4374,0.5008,1.3977,0.2973,-0.2875,1047 days,9381 days,2.9,engineer,60.48188080263552
120000,2011-08-01,,lecturer,-1,f,1989-04-27,73.2,cbse,2007,59.0,cbse,2,UG,CS,65.4,0,North_Zone.,2011,61.142857142857146,66.0377358490566,61.666666666666664,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.51,-1.3713,-1.0697,-1.1128,-0.1295,,NaT,,others,62.94908655286014
420000,2014-02-01,2015-01-12,sap consultant,Noida,m,1992-04-02,78.6,cbse,2009,70.2,cbse,2,UG,CS,73.04,0,North_Zone.,2013,49.714285714285715,69.81132075471699,62.77777777777778,0.488347976782714,405,-1,-1,-1,-1,-1,-1,-0.4173,-0.7473,0.8171,-0.5253,-0.7615,345 days,8320 days,0.9,consultant,60.767794748926825
180000,2014-01-01,2015-01-12,technical support engineer,-1,m,1991-12-13,82.4,cbse,2009,72.4,cbse,2,UG,EC,70.94,0,North_Zone.,2013,63.42857142857143,57.861635220125784,73.88888888888889,0.0531603052826837,-1,196,-1,-1,-1,-1,-1,-1.308,-0.7866,-0.9122,0.5262,-0.2859,376 days,8431 days,1.0,engineer,65.0596985125287
360000,2012-10-01,2015-01-12,software engineer,-1,m,1989-10-08,86.33,state,2007,86.8,cbse,2,UG,CS,68.52,1,Other_Zone,2011,54.285714285714285,61.0062893081761,61.55555555555556,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-0.4173,-1.9953,0.672,1.2374,-0.9194,833 days,9227 days,2.3,engineer,58.94918638314865
195000,2010-04-01,,technical recruiter,-1,m,1986-07-01,64.83,state,2003,56.6,state,2,UG,EC,63.24,0,North_Zone.,2009,51.885714285714286,57.23270440251572,68.33333333333333,0.538386892985096,235,333,-1,-1,-1,-1,-1,0.2009,0.5008,0.8171,0.4148,0.3444,,NaT,,others,59.150584007187774
120000,2013-07-01,,it executive,Kolkata,m,1990-01-28,72.1,state,2007,77.2,state,2,UG,CS,68.9,1,Other_Zone,2013,46.285714285714285,71.06918238993711,52.77777777777778,0.486747008438193,445,-1,376,-1,-1,-1,-1,1.3686,0.6009,0.7785,-1.2486,1.0031,,NaT,,executive,56.710891484476385
350000,2014-01-01,,software engineer,Pune,m,1990-10-16,88.0,cbse,2008,77.2,cbse,2,UG,EC,65.02,0,Other_Zone,2012,66.85714285714286,79.87421383647799,70.55555555555556,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,0.3941,0.9688,1.1074,0.1798,0.0284,,NaT,,engineer,72.42897074972548
320000,2015-02-01,,associate software engineer,pune,m,1991-11-17,83.3,icse,2009,81.0,icse,2,UG,EC,71.72,0,North_Zone.,2014,86.28571428571429,69.81132075471699,67.22222222222223,0.446198249677897,455,-1,-1,-1,-1,-1,-1,-0.159,0.3789,0.01,-0.7415,-0.8608,,NaT,,engineer,74.43975242088449
280000,2014-03-01,2015-01-12,salesforce developer,Bangalore,m,1992-01-16,61.1,state,2007,60.0,state,2,UG,CS,65.62,0,North_Zone.,2013,41.142857142857146,59.119496855345915,21.666666666666668,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.4155,-0.1206,0.3174,-0.2344,-0.6692,317 days,8397 days,0.9,developer,40.64300688828991
255000,2012-04-01,2015-01-12,production engineer,Tirupathi,m,1991-07-05,82.0,state,2008,91.9,state,2,UG,other,63.0,0,South_Zone.,2012,56.57142857142857,63.522012578616355,69.44444444444444,0.925140311588387,-1,-1,-1,512,-1,-1,-1,0.3555,0.3002,-0.824,-0.99527,-0.1295,1016 days,8592 days,2.8,engineer,63.17929519816312
310000,2014-08-01,2015-01-12,programmer analyst,Bangalore,f,1992-08-23,85.0,cbse,2010,83.0,cbse,2,UG,CS,79.98,0,North_Zone.,2014,66.28571428571429,65.40880503144655,55.55555555555556,0.622642915849938,585,-1,407,-1,-1,-1,-1,0.4155,1.0449,1.2396,-0.6147,0.2889,164 days,8177 days,0.4,analyst,62.4166916242388
200000,2014-02-01,2015-01-12,software test engineer,Noida,m,1991-01-05,74.0,state,2008,65.4,state,2,UG,CS,68.0,0,North_Zone.,2013,57.142857142857146,72.95597484276729,73.88888888888889,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.2718,0.5454,-0.4511,-0.7415,-0.2859,345 days,8773 days,0.9,engineer,67.9959069581711
415000,2013-07-01,2015-01-12,sales executive,Gurgaon,m,1991-02-26,86.83,cbse,2009,75.2,cbse,1,UG,other,67.7,0,North_Zone.,2013,78.28571428571429,64.15094339622641,78.33333333333333,0.124502074009537,365,233,-1,-1,-1,-1,-1,-0.8772,0.8784,-0.2974,0.653,-0.0943,560 days,8721 days,1.5,executive,73.58999700509135
100000,2014-08-01,,software tester,pune,m,1994-03-16,76.5,state,2010,66.77,state,2,UG,EC,69.1,0,Other_Zone,2014,41.142857142857146,62.264150943396224,47.77777777777778,0.493596387301038,-1,324,-1,-1,-1,548,-1,-0.8772,-1.6191,-1.8344,0.3995,-1.244,,NaT,,others,50.394928621343716
200000,2013-08-01,,sql dba,Gurgaon,m,1991-02-16,72.0,cbse,2008,62.0,cbse,2,UG,CS,68.8,0,North_Zone.,2013,41.142857142857146,44.65408805031446,27.77777777777778,0.563267823666597,425,-1,-1,-1,-1,-1,-1,1.4208,0.3789,0.1637,0.3995,-0.6692,,NaT,,others,37.85824099031646
315000,2013-08-01,,hardware engineer,Mumbai,m,1989-10-02,78.8,cbse,2008,71.6,state,2,UG,EC,73.0,0,North_Zone.,2013,90.28571428571429,71.69811320754717,83.33333333333333,0.99526570569548,-1,533,-1,-1,-1,366,-1,0.2718,1.2114,0.1637,-0.995,0.4805,,NaT,,engineer,81.77238694219825
220000,2012-09-01,,asp.net developer,New Delhi,m,1990-10-11,70.8,cbse,2008,73.0,cbse,2,UG,CS,78.9,0,North_Zone.,2012,42.285714285714285,81.13207547169812,77.22222222222223,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-1.0208,-1.1196,-0.7585,1.5404,-2.0105,,NaT,,developer,66.88000399321153
200000,2015-02-01,2015-01-12,application engineer,Noida,m,1991-03-04,94.0,state,2010,86.0,state,2,UG,other,82.0,0,North_Zone.,2014,70.28571428571429,62.264150943396224,55.55555555555556,0.59828069148683,365,-1,-1,407,-1,-1,-1,0.99,0.0459,-0.6048,-0.995,-0.2859,-20 days,8715 days,-0.1,engineer,62.70180692822203
180000,2015-01-01,,software developer,Mysore,m,1993-08-13,80.3,state,2010,90.6,state,2,UG,EC,72.6,0,South_Zone.,2014,52.0,61.0062893081761,57.77777777777778,-1.0,305,-1,-1,-1,-1,-1,-1,0.5591,0.8784,-0.6048,0.5262,0.0973,,NaT,,developer,56.928022361984624
345000,2011-10-01,,software engineer,Mumbai,f,1989-07-19,84.5,icse,2007,82.66,icse,2,UG,EC,78.7,0,Other_Zone,2011,62.285714285714285,55.9748427672956,58.333333333333336,0.229481754911755,465,266,-1,-1,-1,-1,-1,1.1283,1.4368,-0.344,-0.2902,0.5024,,NaT,,engineer,58.86463012878107
415000,2011-06-01,2015-01-12,senior software engineer,Chennai,m,1989-05-23,93.4,state,2006,89.08,state,2,UG,CS,80.27,0,South_Zone.,2010,53.142857142857146,48.42767295597484,69.44444444444444,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.9737,0.6568,0.8171,-0.9953,0.1864,1321 days,9365 days,3.6,others,57.00499151442548
325000,2014-10-01,,sales engineer,Lucknow ,m,1992-06-28,73.5,state,2009,71.0,state,2,UG,other,71.0,0,North_Zone.,2013,65.14285714285714,68.55345911949685,55.55555555555556,0.829584599793067,-1,-1,-1,469,-1,-1,-1,0.99,0.8784,0.6248,-1.5021,0.6721,,NaT,,engineer,63.08395727263652
175000,2015-03-01,2015-01-12,junior engineer product support,noida,m,1992-04-07,64.6,state,2009,62.2,state,2,PG,CS,78.0,1,Other_Zone,2014,59.42857142857143,52.83018867924528,46.111111111111114,0.276047228046856,345,-1,-1,-1,-1,-1,-1,0.7027,1.3779,0.1637,0.9066,-0.2859,-48 days,8315 days,-0.1,engineer,52.78995707297594
600000,2013-07-01,,manager,Gurgaon,m,1991-05-25,86.4,cbse,2009,93.6,cbse,1,UG,other,72.3,0,North_Zone.,2013,91.42857142857143,71.69811320754717,55.55555555555556,0.986525019020638,-1,-1,-1,580,-1,-1,-1,-2.0262,-1.1196,-0.7585,-0.2344,-0.4776,,NaT,,manager,72.8940800638914
